title,company,location,date_posted,link
Software Engineer - Python - Ubuntu Pro client - graduate level,Canonical,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-engineer-python-ubuntu-pro-client-graduate-level-at-canonical-4014098300?position=8&pageNum=7&refId=29uYJpudyjSQskUkK3TseQ%3D%3D&trackingId=JJoINKFQBQWieSwjgaMwrQ%3D%3D&trk=public_jobs_jserp-result_search-card
Web Developer (HYBRID),Workplace Safety and Insurance Board (WSIB),"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/web-developer-hybrid-at-workplace-safety-and-insurance-board-wsib-4016630086?position=9&pageNum=7&refId=29uYJpudyjSQskUkK3TseQ%3D%3D&trackingId=Dw8Vf1qRY5RxUI1nYuh0dg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer,Bluewaves Mobility Innovation,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/software-engineer-at-bluewaves-mobility-innovation-4016423490?position=10&pageNum=7&refId=29uYJpudyjSQskUkK3TseQ%3D%3D&trackingId=33QDiw82L%2FAcuUY32gzNxg%3D%3D&trk=public_jobs_jserp-result_search-card
Test Automation Developer,TV2 Consulting,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/test-automation-developer-at-tv2-consulting-3933864607?position=1&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=34AKXXKIXpYgTTHLUw7IwQ%3D%3D&trk=public_jobs_jserp-result_search-card
Android Developer,Seven Hills Group Technologies Inc.,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/android-developer-at-seven-hills-group-technologies-inc-3935004120?position=2&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=CzB5T6lz7fUPaoKnvt3DCQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer II,Lightspeed Commerce,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/software-developer-ii-at-lightspeed-commerce-4006148020?position=3&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=SA2LiHpvZ2NHuZH3ts%2FDOg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer,Lorien,"Ottawa, Ontario, Canada",18 hours ago,https://ca.linkedin.com/jobs/view/software-engineer-at-lorien-4019450111?position=4&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=UFq8TTyjirfspBC23Ffvig%3D%3D&trk=public_jobs_jserp-result_search-card
Intern - Software Developer - 8 months Hybrid in Ottawa,Entrust,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/intern-software-developer-8-months-hybrid-in-ottawa-at-entrust-4018751088?position=5&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=FhHfqlw2t98tf7CgvNX8gg%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Engineer,Alarm.com,"Ottawa, Ontario, Canada",6 hours ago,https://ca.linkedin.com/jobs/view/embedded-software-engineer-at-alarm-com-3880712411?position=6&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=l4Uf5KTAF2Vwtnp6CBxbPA%3D%3D&trk=public_jobs_jserp-result_search-card
Intern - Software Development - 4 months Hybrid in Ottawa,Entrust,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/intern-software-development-4-months-hybrid-in-ottawa-at-entrust-4018752044?position=7&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=6wITFE7%2BmfblNp4cWs9Ybw%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer (Python/Linux/Packaging),Canonical,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/software-engineer-python-linux-packaging-at-canonical-3986936176?position=8&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=1oS7Vtr8fkdhBYkRhqvcaw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Backend Engineer,boostsecurity.io,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-backend-engineer-at-boostsecurity-io-3987504280?position=9&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=ld6FCWwnD0HFGhEMENCTEQ%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Developer,Allen-Vanguard,"Ottawa, Ontario, Canada",6 months ago,https://ca.linkedin.com/jobs/view/embedded-software-developer-at-allen-vanguard-3829259523?position=10&pageNum=8&refId=EoZZRENOUmKVQmyvyVEXdQ%3D%3D&trackingId=6Scv%2B%2BfP6FwmT4nKaGOTsQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Full Stack,Veeva Systems,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/software-engineer-full-stack-at-veeva-systems-4012335469?position=1&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=rgH6GY8LlBv%2B7OXUquftQQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Cross-platform C++ - Multipass,Canonical,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/software-engineer-cross-platform-c%2B%2B-multipass-at-canonical-3999530710?position=2&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=Pwv82h9FD4oBcwbBp20GXw%3D%3D&trk=public_jobs_jserp-result_search-card
Findur Developer,49 Solutions,"Ottawa, Ontario, Canada",4 months ago,https://ca.linkedin.com/jobs/view/findur-developer-at-49-solutions-3910052165?position=3&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=fCq0vAMLJXxD%2BFL5Qg%2FwAw%3D%3D&trk=public_jobs_jserp-result_search-card
Firmware Engineer,Robert Half,"Ottawa, Ontario, Canada",18 hours ago,https://ca.linkedin.com/jobs/view/firmware-engineer-at-robert-half-4018484817?position=4&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=biAea4UmCvqsaMj555porg%3D%3D&trk=public_jobs_jserp-result_search-card
Platform Software Engineer (mid to senior level),BluWave-ai,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/platform-software-engineer-mid-to-senior-level-at-bluwave-ai-3944681552?position=5&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=bBBf3%2B6OrEfHVu3tH2rTEw%3D%3D&trk=public_jobs_jserp-result_search-card
Full-Stack Developer (31714),Myticas Consulting,"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/full-stack-developer-31714-at-myticas-consulting-4001769089?position=6&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=VJaE6xxms6Gci9i7wBNEpA%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Developer - Wireless,Syntronic - A Global Design House,"Kanata, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/embedded-software-developer-wireless-at-syntronic-a-global-design-house-3967401416?position=7&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=ktTI1qhcZSHrfHWzbbpBZQ%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Developer (Kernel and Bootloader),Ford Motor Company,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/embedded-software-developer-kernel-and-bootloader-at-ford-motor-company-4009059562?position=8&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=R4rar5LcayinON%2F8dIF4IQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Developer (.Net),Cinchy,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-software-developer-net-at-cinchy-4007147327?position=9&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=ftTF592TL9abb52vzPwC1A%3D%3D&trk=public_jobs_jserp-result_search-card
Intermediate Full Stack Developer,Versaterm,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/intermediate-full-stack-developer-at-versaterm-4014163359?position=10&pageNum=9&refId=0jCEvLUL6Sj%2Fa9UoIeWxJA%3D%3D&trackingId=phiN1QM%2BIGKHu4S%2FlWiEjw%3D%3D&trk=public_jobs_jserp-result_search-card
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/web-frontend-engineer-js-css-react-flutter-at-canonical-3982994626?position=1&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=C49SGf5qT%2FAGMpvt79VvKA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Cross-platform C++ - Multipass,Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-engineer-cross-platform-c%2B%2B-multipass-at-canonical-4013776382?position=2&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=TBhsZyupiyMKJiDxpQF6Yg%3D%3D&trk=public_jobs_jserp-result_search-card
C++ Developer,Searidge Technologies,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/c%2B%2B-developer-at-searidge-technologies-3995030826?position=3&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=pe1HZK6zRsbLa6nhUr8lWw%3D%3D&trk=public_jobs_jserp-result_search-card
Systems Engineer,Searidge Technologies,"Nepean, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/systems-engineer-at-searidge-technologies-3994044224?position=4&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=Y9tMbR%2B%2Br60wF9SzdkUdNA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Embedded Software Engineer,BTA Design Services Inc.,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/senior-embedded-software-engineer-at-bta-design-services-inc-3933921659?position=5&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=mAfccQ2EdUTFXewcfOmHAw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Developer,CNN,"Kanata, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-software-developer-at-cnn-4008695658?position=6&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=yUThy2rRkzb6Qd7fnpVB4g%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer,Telesat,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/software-developer-at-telesat-3950597527?position=7&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=usBk0YecxCFokwKujkLl8g%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Developer,Nokia,"Kanata, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/embedded-software-developer-at-nokia-4018461414?position=8&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=co3MKjnQ%2Fu1lIsZRExeVIg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer in Test II,CNN,"Kanata, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-developer-in-test-ii-at-cnn-3977065426?position=9&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=6orp3hG8AxinqJCMyemFhA%3D%3D&trk=public_jobs_jserp-result_search-card
"Student, Web Development",Bank of Canada,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/student-web-development-at-bank-of-canada-4004969488?position=10&pageNum=10&refId=rNfXiBb%2BX2q8mYW1ra0JCw%3D%3D&trackingId=EFGrOrm4A%2BmQSEGTVlg11w%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Engineer,OnX,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/embedded-software-engineer-at-onx-3997521723?position=1&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=wJNskVQjVBHypteGYfO9AQ%3D%3D&trk=public_jobs_jserp-result_search-card
Test Automation Engineer,Lotus Technology Group Inc,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/test-automation-engineer-at-lotus-technology-group-inc-3932090915?position=2&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=gfEudxDEATU4IIA45hGdjA%3D%3D&trk=public_jobs_jserp-result_search-card
Intermediate Full Stack Developer,Versaterm,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/intermediate-full-stack-developer-at-versaterm-3999314074?position=3&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=X5REQyZZRKXiGZYqxLkX%2Bw%3D%3D&trk=public_jobs_jserp-result_search-card
New Grad Jobs 2023,Fortinet,"Ottawa, Ontario, Canada",7 months ago,https://ca.linkedin.com/jobs/view/new-grad-jobs-2023-at-fortinet-3825022229?position=4&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=%2F%2FvOEMZq8deVXj9dTaSIMw%3D%3D&trk=public_jobs_jserp-result_search-card
Systems Engineer,Allen-Vanguard,"Ottawa, Ontario, Canada",1 year ago,https://ca.linkedin.com/jobs/view/systems-engineer-at-allen-vanguard-3578559242?position=5&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=HmcnPSCul9%2B6Tnua6u39ug%3D%3D&trk=public_jobs_jserp-result_search-card
Waveserver Software Developer - New Grad,Ciena,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/waveserver-software-developer-new-grad-at-ciena-4018576315?position=6&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=qLIDUd3UD3cmCXpBN7o60w%3D%3D&trk=public_jobs_jserp-result_search-card
Manufacturing Software Engineer,Actalent,"Ottawa, Ontario, Canada",2 hours ago,https://ca.linkedin.com/jobs/view/manufacturing-software-engineer-at-actalent-4020028945?position=7&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=xiyIyeMFUiUBbzy8oIJD9Q%3D%3D&trk=public_jobs_jserp-result_search-card
Solution Test Specialist (SDET) - 1-year Contract (Maternity Leave Coverage),March Networks,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/solution-test-specialist-sdet-1-year-contract-maternity-leave-coverage-at-march-networks-4002997701?position=8&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=cunAdznbUT0XMeOLchM5Nw%3D%3D&trk=public_jobs_jserp-result_search-card
System Engineer – Automotive,Syntronic - A Global Design House,"Kanata, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/system-engineer-%E2%80%93-automotive-at-syntronic-a-global-design-house-3955069880?position=9&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=K7DgCU0y6MvdEX3PC4Ty7w%3D%3D&trk=public_jobs_jserp-result_search-card
System Engineer,JMC Aviation,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/system-engineer-at-jmc-aviation-4017621156?position=10&pageNum=11&refId=mvNP9qkUvn5Zt1H%2BIQh3Ww%3D%3D&trackingId=StgcfhmkSw1xmPvEglqxdw%3D%3D&trk=public_jobs_jserp-result_search-card
"Software Engineer, Sustaining Engineering",Canonical,"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/software-engineer-sustaining-engineering-at-canonical-4016915117?position=1&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=lLkJYnUVLa8z%2BcDqrm1QPQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Generalist Programmer,Snowed In Studios Inc.,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/senior-generalist-programmer-at-snowed-in-studios-inc-3984640937?position=2&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=heq%2FtFOqkms5g17BXW%2BVEQ%3D%3D&trk=public_jobs_jserp-result_search-card
.NET Senior Software Developer,Acumatica,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/net-senior-software-developer-at-acumatica-3989984503?position=3&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=7HOmoDS6orH5afzdFQEc3w%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Data Communication,Huawei Canada,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/software-engineer-data-communication-at-huawei-canada-3951802899?position=4&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=1qISsdbYwc3LMAV8Inr6bg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer (Job Req #2024-178),Ross Video,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-developer-job-req-%232024-178-at-ross-video-4008065489?position=5&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=fPbtwazoD5YhOuby7avofg%3D%3D&trk=public_jobs_jserp-result_search-card
Junior Linux Kernel Engineer - Ubuntu,Canonical,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/junior-linux-kernel-engineer-ubuntu-at-canonical-4007369459?position=6&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=ZFqx8lvqrvW%2F89IQR%2FIxDA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer Intern - 8 months Hybrid in Ottawa,Entrust,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/software-developer-intern-8-months-hybrid-in-ottawa-at-entrust-4018746559?position=7&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=4v3RES1I8Yi5%2BOV1ImYVJw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Developer,CNN,"Kanata, Ontario, Canada",12 hours ago,https://ca.linkedin.com/jobs/view/senior-software-developer-at-cnn-4019499756?position=8&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=mKaOGiCT7TP2Vb%2BoWq6e4Q%3D%3D&trk=public_jobs_jserp-result_search-card
Junior Platform QA Engineer,Nokia,"Kanata, Ontario, Canada",21 hours ago,https://ca.linkedin.com/jobs/view/junior-platform-qa-engineer-at-nokia-4018463312?position=9&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=9PtI%2BFB6EuA1PONDYf61Aw%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded C++ Developer,Procom,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/embedded-c%2B%2B-developer-at-procom-4008154737?position=10&pageNum=12&refId=veKQMyCPwBDoLwmXgYeAoA%3D%3D&trackingId=208hz5f6mhqPjcMKM%2FDMzg%3D%3D&trk=public_jobs_jserp-result_search-card
Web Portal Developer Co-op/Intern,Nokia,"Kanata, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/web-portal-developer-co-op-intern-at-nokia-3998521125?position=1&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=mLMHrLxNQ%2FJLcbAYmFG%2B3Q%3D%3D&trk=public_jobs_jserp-result_search-card
Test Automation Engineer,Infomatics Corp,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/test-automation-engineer-at-infomatics-corp-4014193132?position=2&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=cxips2rLaMiqgDcHBl41OA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer in Test,Insight Global,Greater Ottawa Metropolitan Area,21 hours ago,https://ca.linkedin.com/jobs/view/software-developer-in-test-at-insight-global-4018457522?position=3&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=IVwj8hnqxhiJ5TvMEJQHQw%3D%3D&trk=public_jobs_jserp-result_search-card
"Senior Software Engineer, Shop",Babylist,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-software-engineer-shop-at-babylist-4006135068?position=4&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=YCw80wRlUFwpDMtfKDzrRg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Solutions Engineering,Canonical,"Gatineau, Quebec, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/software-engineer-solutions-engineering-at-canonical-4002992900?position=5&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=Spm%2FzBJ8hz5x3F3B1kIwRQ%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Engineer - Imaging,Actalent,"Ottawa, Ontario, Canada",2 hours ago,https://ca.linkedin.com/jobs/view/embedded-software-engineer-imaging-at-actalent-4020038814?position=6&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=GrXCfdCqscsxYLx8bPCNHA%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Engineer,Procom,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/embedded-software-engineer-at-procom-4008076032?position=7&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=7eJK0EneniZA%2BZrfkLEJpg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Cloud Images,Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-engineer-cloud-images-at-canonical-4014098435?position=8&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=pQzplDWUUWHae12f1Bowew%3D%3D&trk=public_jobs_jserp-result_search-card
Support Software Developer Co-op/Intern,Nokia,"Kanata, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/support-software-developer-co-op-intern-at-nokia-4008717516?position=9&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=5VGql%2FsISIloT%2FSA9EexmA%3D%3D&trk=public_jobs_jserp-result_search-card
Junior Platform QA Engineer,Nokia,"Kanata, Ontario, Canada",21 hours ago,https://ca.linkedin.com/jobs/view/junior-platform-qa-engineer-at-nokia-4018462431?position=10&pageNum=13&refId=%2FRr02WrK2cAdgNNUzwNfZw%3D%3D&trackingId=4Yz8vLuzkuLRmZJviCiVsg%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Developer – Packet processing,Syntronic - A Global Design House,"Kanata, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/embedded-software-developer-%E2%80%93-packet-processing-at-syntronic-a-global-design-house-3955070799?position=1&pageNum=14&refId=aAqcr6X81v6Ofm5%2Fq4zwRQ%3D%3D&trackingId=wuK941pPkWFXJgZJBeGUKA%3D%3D&trk=public_jobs_jserp-result_search-card
Data Engineer,MindPal,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/data-engineer-at-mindpal-3956746066?position=2&pageNum=14&refId=aAqcr6X81v6Ofm5%2Fq4zwRQ%3D%3D&trackingId=KMLEZVPz2ENb%2B5QQeUasXA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer - Embedded Systems (BSP),Syntronic - A Global Design House,"Kanata, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/software-developer-embedded-systems-bsp-at-syntronic-a-global-design-house-3955071807?position=3&pageNum=14&refId=aAqcr6X81v6Ofm5%2Fq4zwRQ%3D%3D&trackingId=wOXC3A6yc9ggGfjWK4s5mA%3D%3D&trk=public_jobs_jserp-result_search-card
